,age,gender,hnrnew,Personenzahl,Art_Unterkunft,deathrate,contacts_mean,agegroup
562,49,m,1800,2,1,0.00297126,13.83,40
563,27,m,1811,1,1,0.00046183,13.57,20
564,28,f,1822,2,1,0.00023564,13.57,20
565,4,f,1822,2,1,9.569e-05,10.21,0
566,73,m,1833,2,1,0.02874623,6.89,70
567,68,f,1833,2,1,0.01046567,9.21,60
568,35,m,1845,2,1,0.00080225,14.14,30
569,31,f,1845,2,1,0.000314,14.14,30
570,66,m,1857,2,1,0.01660601,9.21,60
571,69,f,1857,2,1,0.0115546,9.21,60
572,40,m,1868,3,1,0.00123774,13.83,40
573,31,f,1868,3,1,0.000314,14.14,30
574,4,f,1868,3,1,9.569e-05,10.21,0
575,83,m,1879,2,1,0.08146408,6.89,70
576,74,f,1879,2,1,0.01784317,6.89,70
577,46,m,1890,2,1,0.00217916,13.83,40
578,43,f,1890,2,1,0.00090807,13.83,40
579,77,f,1901,1,1,0.02379649,6.89,70
580,92,f,1912,1,1,0.1875018,6.89,70
581,45,f,1923,1,1,0.00115224,13.83,40
582,40,f,1934,4,1,0.0006857,13.83,40
583,49,m,1934,4,1,0.00297126,13.83,40
584,7,f,1934,4,1,4.646e-05,14.81,5
585,0,m,1934,4,1,0.00356226,10.21,0
586,29,f,1945,1,1,0.00025877,13.57,20
587,52,m,1957,3,1,0.00414072,12.3,50
588,50,f,1957,3,1,0.0018532,12.3,50
589,21,m,1957,3,1,0.00040526,13.57,20
590,19,m,1968,1,1,0.00039767,17.58,15
591,72,f,1979,1,1,0.01481358,6.89,70
592,75,m,1990,1,1,0.03362174,6.89,70
593,71,f,2002,1,1,0.01370178,6.89,70
594,75,m,2013,2,1,0.03362174,6.89,70
595,71,f,2013,2,1,0.01370178,6.89,70
596,32,m,2024,3,1,0.000634,14.14,30
597,31,f,2024,3,1,0.000314,14.14,30
598,7,f,2024,3,1,4.646e-05,14.81,5
599,51,f,2035,1,1,0.0021427,12.3,50
600,50,f,2046,1,1,0.0018532,12.3,50
601,83,f,2058,1,1,0.05671146,6.89,70
602,44,m,2070,4,1,0.001798,13.83,40
603,40,f,2070,4,1,0.0006857,13.83,40
604,7,m,2070,4,1,8.614e-05,14.81,5
605,4,f,2070,4,1,9.569e-05,10.21,0
606,79,m,2081,2,1,0.05046754,6.89,70
607,80,f,2081,2,1,0.03646149,6.89,70
608,60,m,2092,2,1,0.00983124,9.21,60
609,60,f,2092,2,1,0.00527596,9.21,60
610,85,f,2103,1,1,0.07612466,6.89,70
611,73,m,2114,2,1,0.02874623,6.89,70
612,72,f,2114,2,1,0.01481358,6.89,70
613,68,f,2126,1,1,0.01046567,9.21,60
614,46,m,2137,5,1,0.00217916,13.83,40
615,44,f,2137,5,1,0.00097058,13.83,40
616,14,m,2137,5,1,0.00013566,18.22,10
617,12,m,2137,5,1,6.884e-05,18.22,10
618,6,m,2137,5,1,9.091e-05,14.81,5
619,63,m,2156,2,1,0.01297814,9.21,60
620,59,f,2156,2,1,0.00470636,12.3,50
621,60,m,2170,2,1,0.00983124,9.21,60
622,63,f,2170,2,1,0.0067488999999999995,9.21,60
623,42,m,2181,4,1,0.00144076,13.83,40
624,40,f,2181,4,1,0.0006857,13.83,40
625,11,m,2181,4,1,7.74e-05,18.22,10
626,3,m,2181,4,1,0.00010894,10.21,0
627,53,f,2193,2,1,0.00256767,12.3,50
628,59,m,2193,2,1,0.00893714,12.3,50
629,75,m,2204,2,1,0.03362174,6.89,70
630,61,f,2204,2,1,0.00568588,9.21,60
631,38,f,2215,2,1,0.00060325,14.14,30
632,7,m,2215,2,1,8.614e-05,14.81,5
633,72,f,2226,1,1,0.01481358,6.89,70
634,80,m,2237,2,1,0.05642286,6.89,70
635,74,f,2237,2,1,0.01784317,6.89,70
636,57,m,2248,1,1,0.00733233,12.3,50
637,56,m,2259,2,1,0.00658737,12.3,50
638,52,f,2259,2,1,0.00233297,12.3,50
639,52,f,2270,2,1,0.00233297,12.3,50
640,56,m,2270,2,1,0.00658737,12.3,50
641,50,f,2281,1,1,0.0018532,12.3,50
642,57,m,2292,2,1,0.00733233,12.3,50
643,27,f,2292,2,1,0.00021518,13.57,20
644,54,m,2305,2,1,0.00531626,12.3,50
645,49,f,2305,2,1,0.00174807,13.83,40
646,35,m,2316,5,1,0.00080225,14.14,30
647,34,f,2316,5,1,0.000406,14.14,30
648,9,f,2316,5,1,6.117e-05,14.81,5
649,6,f,2316,5,1,8.846e-05,14.81,5
650,3,m,2316,5,1,0.00010894,10.21,0
651,46,m,2327,3,1,0.00217916,13.83,40
652,38,f,2327,3,1,0.00060325,14.14,30
653,5,f,2327,3,1,8.908e-05,14.81,5
654,31,m,2338,4,1,0.00061587,14.14,30
655,32,f,2338,4,1,0.00034263,14.14,30
656,7,m,2338,4,1,8.614e-05,14.81,5
657,0,f,2338,4,1,0.00300534,10.21,0
658,43,m,2349,4,1,0.00153974,13.83,40
659,38,f,2349,4,1,0.00060325,14.14,30
660,13,m,2349,4,1,9.588e-05,18.22,10
661,10,m,2349,4,1,7.924e-05,18.22,10
662,59,m,2360,2,1,0.00893714,12.3,50
663,58,f,2360,2,1,0.00434941,12.3,50
664,75,f,2372,1,1,0.01923138,6.89,70
665,68,m,2383,2,1,0.01918012,9.21,60
666,66,f,2383,2,1,0.00876211,9.21,60
667,38,f,2394,3,1,0.00060325,14.14,30
668,13,f,2394,3,1,9.421e-05,18.22,10
669,17,f,2394,3,1,0.00013616,17.58,15
670,42,m,2405,1,1,0.00144076,13.83,40
671,69,m,2417,2,1,0.02109939,9.21,60
672,68,f,2417,2,1,0.01046567,9.21,60
673,47,f,2428,1,1,0.0013703,13.83,40
674,28,f,2439,3,1,0.00023564,13.57,20
675,30,m,2439,3,1,0.00056139,14.14,30
676,1,m,2439,3,1,0.00027641,10.21,0
677,38,m,2450,2,1,0.00106768,14.14,30
678,41,f,2450,2,1,0.00074026,13.83,40
679,39,m,2462,3,1,0.00111397,14.14,30
680,37,f,2462,3,1,0.00047466,14.14,30
681,12,m,2462,3,1,6.884e-05,18.22,10
682,52,f,2473,2,1,0.00233297,12.3,50
683,62,m,2473,2,1,0.01194124,9.21,60
684,43,m,2484,1,1,0.00153974,13.83,40
685,61,m,2495,2,1,0.01082143,9.21,60
686,60,f,2495,2,1,0.00527596,9.21,60
687,72,f,2506,1,1,0.01481358,6.89,70
688,82,f,2517,1,1,0.04937895,6.89,70
689,53,m,2529,3,1,0.00469739,12.3,50
690,54,f,2529,3,1,0.0028887,12.3,50
691,26,f,2529,3,1,0.0001882,13.57,20
692,36,m,2540,2,1,0.00085947,14.14,30
693,43,f,2540,2,1,0.00090807,13.83,40
694,83,f,2552,1,1,0.05671146,6.89,70
695,64,f,2563,2,1,0.00747267,9.21,60
696,33,m,2563,2,1,0.00073168,14.14,30
697,47,m,2574,1,1,0.00236791,13.83,40
698,56,f,2585,1,1,0.00357696,12.3,50
699,43,m,2596,1,1,0.00153974,13.83,40
700,37,f,2607,1,1,0.00047466,14.14,30
701,66,f,2618,2,1,0.00876211,9.21,60
702,94,f,2618,2,1,0.23016524,6.89,70
703,56,m,2629,3,1,0.00658737,12.3,50
704,53,f,2629,3,1,0.00256767,12.3,50
705,18,f,2629,3,1,0.00019702,17.58,15
706,80,m,2641,2,1,0.05642286,6.89,70
707,74,f,2641,2,1,0.01784317,6.89,70
708,38,f,2652,3,1,0.00060325,14.14,30
709,6,m,2652,3,1,9.091e-05,14.81,5
710,4,m,2652,3,1,0.00010653,10.21,0
711,20,m,2663,1,1,0.00043184,13.57,20
712,67,m,2674,2,1,0.01799621,9.21,60
713,65,f,2674,2,1,0.00797044,9.21,60
714,87,m,2685,1,1,0.13210410000000006,6.89,70
715,43,m,2696,4,1,0.00153974,13.83,40
716,46,f,2696,4,1,0.00121751,13.83,40
717,16,m,2696,4,1,0.00024747,17.58,15
718,5,m,2696,4,1,0.00010046,14.81,5
719,77,f,2707,1,1,0.02379649,6.89,70
720,87,m,2718,1,1,0.13210410000000006,6.89,70
721,90,m,2730,2,1,0.18156323,6.89,70
722,85,f,2730,2,1,0.07612466,6.89,70
723,80,m,2741,2,1,0.05642286,6.89,70
724,77,f,2741,2,1,0.02379649,6.89,70
725,40,m,2753,1,1,0.00123774,13.83,40
726,70,m,2764,2,1,0.02230277,6.89,70
727,67,f,2764,2,1,0.00948222,9.21,60
728,40,m,2776,2,1,0.00123774,13.83,40
729,42,f,2776,2,1,0.00079376,13.83,40
730,25,f,2788,2,1,0.00019022,13.57,20
731,28,m,2788,2,1,0.00048486,13.57,20
732,28,m,2799,2,1,0.00048486,13.57,20
733,25,f,2799,2,1,0.00019022,13.57,20
734,82,m,2810,2,1,0.07265536,6.89,70
735,78,f,2810,2,1,0.02744802,6.89,70
736,41,f,2821,2,1,0.00074026,13.83,40
737,15,f,2821,2,1,0.00012167,17.58,15
738,24,m,2832,1,1,0.00047486,13.57,20
739,24,f,2843,2,1,0.00017994,13.57,20
740,31,m,2843,2,1,0.00061587,14.14,30
741,41,m,2854,3,1,0.00133379,13.83,40
742,32,f,2854,3,1,0.00034263,14.14,30
743,6,m,2854,3,1,9.091e-05,14.81,5
744,70,f,2866,3,1,0.01259879,6.89,70
745,71,m,2866,3,1,0.0246394,6.89,70
746,47,m,2866,3,1,0.00236791,13.83,40
747,54,m,2878,2,1,0.00531626,12.3,50
748,18,m,2878,2,1,0.00038318,17.58,15
749,70,f,2889,2,1,0.01259879,6.89,70
750,36,m,2889,2,1,0.00085947,14.14,30
751,43,f,2900,2,1,0.00090807,13.83,40
752,37,m,2900,2,1,0.00097983,14.14,30
753,22,f,2911,2,1,0.00016281,13.57,20
754,30,m,2911,2,1,0.00056139,14.14,30
755,29,m,2922,1,1,0.00052165,13.57,20
756,57,m,2933,5,1,0.00733233,12.3,50
757,53,f,2933,5,1,0.00256767,12.3,50
758,30,f,2933,5,1,0.00031713,14.14,30
759,24,m,2933,5,1,0.00047486,13.57,20
760,22,f,2933,5,1,0.00016281,13.57,20
761,50,f,2944,4,1,0.0018532,12.3,50
762,50,m,2944,4,1,0.00332421,12.3,50
763,19,f,2944,4,1,0.00017479,17.58,15
764,16,f,2944,4,1,0.00014725,17.58,15
765,22,f,2955,3,1,0.00016281,13.57,20
766,22,m,2955,3,1,0.00045366,13.57,20
767,0,f,2955,3,1,0.00300534,10.21,0
768,74,m,2966,2,1,0.03108519,6.89,70
769,75,f,2966,2,1,0.01923138,6.89,70
770,28,m,2978,4,1,0.00048486,13.57,20
771,25,f,2978,4,1,0.00019022,13.57,20
772,4,m,2978,4,1,0.00010653,10.21,0
773,1,f,2978,4,1,0.00024794,10.21,0
774,42,f,2989,3,1,0.00079376,13.83,40
775,14,m,2989,3,1,0.00013566,18.22,10
776,13,f,2989,3,1,9.421e-05,18.22,10
777,40,f,3000,4,1,0.0006857,13.83,40
778,43,m,3000,4,1,0.00153974,13.83,40
779,13,m,3000,4,1,9.588e-05,18.22,10
780,10,f,3000,4,1,5.849e-05,18.22,10
781,40,m,3011,4,1,0.00123774,13.83,40
782,38,f,3011,4,1,0.00060325,14.14,30
783,16,f,3011,4,1,0.00014725,17.58,15
784,12,f,3011,4,1,7.852e-05,18.22,10
785,71,m,3022,2,1,0.0246394,6.89,70
786,74,f,3022,2,1,0.01784317,6.89,70
787,24,f,3033,1,1,0.00017994,13.57,20
788,82,m,3044,2,1,0.07265536,6.89,70
789,76,f,3044,2,1,0.02156594,6.89,70
790,71,m,3055,2,1,0.0246394,6.89,70
791,64,f,3055,2,1,0.00747267,9.21,60
792,29,f,3066,1,1,0.00025877,13.57,20
793,70,m,3077,2,1,0.02230277,6.89,70
794,70,f,3077,2,1,0.01259879,6.89,70
795,65,f,3089,1,1,0.00797044,9.21,60
796,37,f,3100,2,1,0.00047466,14.14,30
797,19,f,3100,2,1,0.00017479,17.58,15
798,66,m,3111,2,1,0.01660601,9.21,60
799,58,f,3111,2,1,0.00434941,12.3,50
800,62,m,3122,2,1,0.01194124,9.21,60
801,74,f,3122,2,1,0.01784317,6.89,70
802,76,m,3133,1,1,0.03717284,6.89,70
803,29,m,3144,6,1,0.00052165,13.57,20
804,28,f,3144,6,1,0.00023564,13.57,20
805,6,f,3144,6,1,8.846e-05,14.81,5
806,10,f,3144,6,1,5.849e-05,18.22,10
807,4,m,3144,6,1,0.00010653,10.21,0
808,1,f,3144,6,1,0.00024794,10.21,0
809,28,m,3155,1,1,0.00048486,13.57,20
810,33,f,3166,4,1,0.00036033,14.14,30
811,39,m,3166,4,1,0.00111397,14.14,30
812,19,f,3166,4,1,0.00017479,17.58,15
813,8,m,3166,4,1,8.552e-05,14.81,5
814,38,f,3177,3,1,0.00060325,14.14,30
815,40,m,3177,3,1,0.00123774,13.83,40
816,1,m,3177,3,1,0.00027641,10.21,0
817,55,m,3193,3,1,0.00591257,12.3,50
818,51,f,3193,3,1,0.0021427,12.3,50
819,22,m,3193,3,1,0.00045366,13.57,20
820,78,f,3205,1,1,0.02744802,6.89,70
821,67,m,3216,1,1,0.01799621,9.21,60
822,26,m,3227,1,1,0.00045886,13.57,20
823,58,m,3238,7,1,0.00815644,12.3,50
824,57,f,3238,7,1,0.00392413,12.3,50
825,27,m,3238,7,1,0.00046183,13.57,20
826,24,f,3238,7,1,0.00017994,13.57,20
827,3,f,3238,7,1,0.00010313,10.21,0
828,34,m,3238,7,1,0.00076954,14.14,30
829,34,f,3238,7,1,0.000406,14.14,30
830,69,m,3249,1,1,0.02109939,9.21,60
831,52,m,3260,1,1,0.00414072,12.3,50
832,45,m,3271,6,1,0.0019587,13.83,40
833,38,f,3271,6,1,0.00060325,14.14,30
834,16,m,3271,6,1,0.00024747,17.58,15
835,7,f,3271,6,1,4.646e-05,14.81,5
836,5,f,3271,6,1,8.908e-05,14.81,5
837,2,f,3271,6,1,0.00012423,10.21,0
838,79,f,3282,1,1,0.03141447,6.89,70
839,43,f,3293,3,1,0.00090807,13.83,40
840,8,m,3293,3,1,8.552e-05,14.81,5
841,6,f,3293,3,1,8.846e-05,14.81,5
842,61,m,3304,2,1,0.01082143,9.21,60
843,59,f,3304,2,1,0.00470636,12.3,50
844,72,m,3316,2,1,0.02618392,6.89,70
845,73,f,3316,2,1,0.01641616,6.89,70
846,26,m,3327,1,1,0.00045886,13.57,20
847,19,f,3341,1,1,0.00017479,17.58,15
848,21,m,3342,1,1,0.00040526,13.57,20
849,23,f,3343,1,1,0.00017996,13.57,20
850,47,m,3354,1,1,0.00236791,13.83,40
851,43,m,3365,1,1,0.00153974,13.83,40
852,49,m,3376,4,1,0.00297126,13.83,40
853,44,f,3376,4,1,0.00097058,13.83,40
854,14,m,3376,4,1,0.00013566,18.22,10
855,12,m,3376,4,1,6.884e-05,18.22,10
856,47,f,3392,2,1,0.0013703,13.83,40
857,66,m,3392,2,1,0.01660601,9.21,60
858,53,m,3405,4,1,0.00469739,12.3,50
859,49,f,3405,4,1,0.00174807,13.83,40
860,26,f,3405,4,1,0.0001882,13.57,20
861,23,f,3405,4,1,0.00017996,13.57,20
862,43,m,3416,5,1,0.00153974,13.83,40
863,41,f,3416,5,1,0.00074026,13.83,40
864,12,f,3416,5,1,7.852e-05,18.22,10
865,11,m,3416,5,1,7.74e-05,18.22,10
866,7,m,3416,5,1,8.614e-05,14.81,5
867,54,m,3429,2,1,0.00531626,12.3,50
868,52,f,3429,2,1,0.00233297,12.3,50
869,51,m,3442,2,1,0.00370198,12.3,50
870,49,f,3442,2,1,0.00174807,13.83,40
871,48,f,3453,2,1,0.00159405,13.83,40
872,45,m,3453,2,1,0.0019587,13.83,40
873,40,f,3464,4,1,0.0006857,13.83,40
874,49,m,3464,4,1,0.00297126,13.83,40
875,10,f,3464,4,1,5.849e-05,18.22,10
876,6,f,3464,4,1,8.846e-05,14.81,5
877,32,m,3475,4,1,0.000634,14.14,30
878,31,f,3475,4,1,0.000314,14.14,30
879,7,f,3475,4,1,4.646e-05,14.81,5
880,5,f,3475,4,1,8.908e-05,14.81,5
881,65,m,3487,1,1,0.01542111,9.21,60
882,38,m,3498,3,1,0.00106768,14.14,30
883,33,f,3498,3,1,0.00036033,14.14,30
884,0,f,3498,3,1,0.00300534,10.21,0
885,35,f,3509,2,1,0.00041213,14.14,30
886,34,m,3509,2,1,0.00076954,14.14,30
887,30,m,3520,1,1,0.00056139,14.14,30
888,44,f,3521,1,1,0.00097058,13.83,40
889,45,m,3532,1,1,0.0019587,13.83,40
890,58,f,3543,1,1,0.00434941,12.3,50
891,22,f,3555,2,1,0.00016281,13.57,20
892,3,m,3555,2,1,0.00010894,10.21,0
893,52,m,3566,1,1,0.00414072,12.3,50
894,32,m,3577,1,1,0.000634,14.14,30
895,44,f,3589,1,1,0.00097058,13.83,40
896,40,f,3600,2,1,0.0006857,13.83,40
897,31,m,3600,2,1,0.00061587,14.14,30
898,37,f,3611,2,1,0.00047466,14.14,30
899,3,m,3611,2,1,0.00010894,10.21,0
900,91,f,3622,1,1,0.16763449,6.89,70
901,44,m,3633,1,1,0.001798,13.83,40
902,63,f,3644,2,1,0.0067488999999999995,9.21,60
903,30,m,3644,2,1,0.00056139,14.14,30
904,71,f,3655,1,1,0.01370178,6.89,70
905,38,f,3668,1,1,0.00060325,14.14,30
906,81,f,3679,1,1,0.04267387,6.89,70
907,25,f,3690,1,1,0.00019022,13.57,20
908,26,m,3702,1,1,0.00045886,13.57,20
909,28,f,3714,1,1,0.00023564,13.57,20
910,62,f,3725,1,1,0.00613444,9.21,60
911,64,f,3736,1,1,0.00747267,9.21,60
912,29,f,3747,2,1,0.00025877,13.57,20
913,32,m,3747,2,1,0.000634,14.14,30
914,51,m,3758,1,1,0.00370198,12.3,50
915,34,f,3759,1,1,0.000406,14.14,30
916,44,m,3770,3,1,0.001798,13.83,40
917,44,f,3770,3,1,0.00097058,13.83,40
918,15,f,3770,3,1,0.00012167,17.58,15
919,59,m,3782,5,1,0.00893714,12.3,50
920,57,f,3782,5,1,0.00392413,12.3,50
921,38,m,3782,5,1,0.00106768,14.14,30
922,37,m,3782,5,1,0.00097983,14.14,30
923,34,f,3782,5,1,0.000406,14.14,30
924,82,f,3793,1,1,0.04937895,6.89,70
925,68,f,3805,1,1,0.01046567,9.21,60
926,22,m,3816,2,1,0.00045366,13.57,20
927,23,f,3816,2,1,0.00017996,13.57,20
928,29,f,3827,1,1,0.00025877,13.57,20
929,48,m,3838,5,1,0.00265551,13.83,40
930,45,f,3838,5,1,0.00115224,13.83,40
931,16,m,3838,5,1,0.00024747,17.58,15
932,13,m,3838,5,1,9.588e-05,18.22,10
933,9,f,3838,5,1,6.117e-05,14.81,5
934,39,f,3849,2,1,0.00060115,14.14,30
935,4,f,3849,2,1,9.569e-05,10.21,0
936,78,m,3860,1,1,0.04546946,6.89,70
937,67,f,3871,1,1,0.00948222,9.21,60
938,72,f,3882,2,1,0.01481358,6.89,70
939,72,m,3882,2,1,0.02618392,6.89,70
940,53,f,3894,1,1,0.00256767,12.3,50
941,75,f,3907,2,1,0.01923138,6.89,70
942,60,m,3907,2,1,0.00983124,9.21,60
943,46,m,3919,5,1,0.00217916,13.83,40
944,43,f,3919,5,1,0.00090807,13.83,40
945,17,f,3919,5,1,0.00013616,17.58,15
946,14,f,3919,5,1,9.221e-05,18.22,10
947,4,f,3919,5,1,9.569e-05,10.21,0
948,34,f,3930,1,1,0.000406,14.14,30
949,69,f,3941,1,1,0.0115546,9.21,60
950,46,m,3952,4,1,0.00217916,13.83,40
951,34,f,3952,4,1,0.000406,14.14,30
952,2,m,3952,4,1,0.00015611,10.21,0
953,42,f,3952,4,1,0.00079376,13.83,40
954,21,m,3963,2,1,0.00040526,13.57,20
955,20,f,3963,2,1,0.00018488,13.57,20
956,33,f,3974,3,1,0.00036033,14.14,30
957,8,f,3974,3,1,6.968e-05,14.81,5
958,1,m,3974,3,1,0.00027641,10.21,0
959,47,f,3985,3,1,0.0013703,13.83,40
960,45,m,3985,3,1,0.0019587,13.83,40
961,17,m,3985,3,1,0.00027475,17.58,15
962,50,m,3997,4,1,0.00332421,12.3,50
963,47,f,3997,4,1,0.0013703,13.83,40
964,11,f,3997,4,1,7.733e-05,18.22,10
965,9,m,3997,4,1,8.001e-05,14.81,5
966,21,f,4009,2,1,0.0001649,13.57,20
967,26,m,4009,2,1,0.00045886,13.57,20
968,60,m,4020,2,1,0.00983124,9.21,60
969,31,f,4020,2,1,0.000314,14.14,30
970,71,m,4032,2,1,0.0246394,6.89,70
971,70,f,4032,2,1,0.01259879,6.89,70
972,78,m,4043,2,1,0.04546946,6.89,70
973,71,f,4043,2,1,0.01370178,6.89,70
974,78,m,4054,2,1,0.04546946,6.89,70
975,70,f,4054,2,1,0.01259879,6.89,70
976,65,m,4065,2,1,0.01542111,9.21,60
977,64,f,4065,2,1,0.00747267,9.21,60
978,47,f,4076,1,1,0.0013703,13.83,40
979,52,f,4087,1,1,0.00233297,12.3,50
980,50,m,4088,4,1,0.00332421,12.3,50
981,44,f,4088,4,1,0.00097058,13.83,40
982,18,m,4088,4,1,0.00038318,17.58,15
983,15,m,4088,4,1,0.00015987,17.58,15
984,58,m,4099,2,1,0.00815644,12.3,50
985,51,f,4099,2,1,0.0021427,12.3,50
986,65,m,4110,2,1,0.01542111,9.21,60
987,61,f,4110,2,1,0.00568588,9.21,60
988,79,m,4122,2,1,0.05046754,6.89,70
989,83,f,4122,2,1,0.05671146,6.89,70
990,73,m,4133,1,1,0.02874623,6.89,70
991,43,m,4144,1,1,0.00153974,13.83,40
992,76,m,4155,2,1,0.03717284,6.89,70
993,72,f,4155,2,1,0.01481358,6.89,70
994,31,m,4166,4,1,0.00061587,14.14,30
995,27,f,4166,4,1,0.00021518,13.57,20
996,3,m,4166,4,1,0.00010894,10.21,0
997,3,m,4166,4,1,0.00010894,10.21,0
998,72,f,4177,1,1,0.01481358,6.89,70
999,74,m,4188,2,1,0.03108519,6.89,70
1000,73,f,4188,2,1,0.01641616,6.89,70
1001,52,f,4199,2,1,0.00233297,12.3,50
1002,21,f,4199,2,1,0.0001649,13.57,20
1003,39,f,4211,1,1,0.00060115,14.14,30
1004,73,m,4222,2,1,0.02874623,6.89,70
1005,68,f,4222,2,1,0.01046567,9.21,60
1006,48,m,4234,3,1,0.00265551,13.83,40
1007,38,f,4234,3,1,0.00060325,14.14,30
1008,7,f,4234,3,1,4.646e-05,14.81,5
1009,77,m,4245,2,1,0.04069575,6.89,70
1010,77,f,4245,2,1,0.02379649,6.89,70
1011,77,f,4258,1,1,0.02379649,6.89,70
1012,28,m,4272,1,1,0.00048486,13.57,20
1013,30,m,4283,1,1,0.00056139,14.14,30
1014,32,f,4294,1,1,0.00034263,14.14,30
1015,61,m,4305,1,1,0.01082143,9.21,60
1016,38,m,4316,1,1,0.00106768,14.14,30
1017,37,f,4327,1,1,0.00047466,14.14,30
1018,41,m,4339,1,1,0.00133379,13.83,40
1019,39,m,4351,2,1,0.00111397,14.14,30
1020,44,m,4351,2,1,0.001798,13.83,40
1021,58,f,4365,2,1,0.00434941,12.3,50
1022,10,m,4365,2,1,7.924e-05,18.22,10
1023,47,f,4376,2,1,0.0013703,13.83,40
1024,18,m,4376,2,1,0.00038318,17.58,15
1025,47,f,4387,3,1,0.0013703,13.83,40
1026,44,m,4387,3,1,0.001798,13.83,40
1027,9,f,4387,3,1,6.117e-05,14.81,5
1028,51,m,4398,1,1,0.00370198,12.3,50
1029,46,f,4409,1,1,0.00121751,13.83,40
1030,42,m,4420,1,1,0.00144076,13.83,40
1031,28,f,4431,2,1,0.00023564,13.57,20
1032,28,m,4431,2,1,0.00048486,13.57,20
1033,31,f,4442,1,1,0.000314,14.14,30
1034,40,m,4453,1,1,0.00123774,13.83,40
1035,21,f,4465,1,1,0.0001649,13.57,20
1036,66,m,4466,1,1,0.01660601,9.21,60
1037,66,m,4477,1,1,0.01660601,9.21,60
1038,38,m,4489,2,1,0.00106768,14.14,30
1039,37,f,4489,2,1,0.00047466,14.14,30
1040,68,f,4500,1,1,0.01046567,9.21,60
1041,42,m,4511,5,1,0.00144076,13.83,40
1042,41,f,4511,5,1,0.00074026,13.83,40
1043,6,m,4511,5,1,9.091e-05,14.81,5
1044,5,m,4511,5,1,0.00010046,14.81,5
1045,3,f,4511,5,1,0.00010313,10.21,0
1046,42,m,4523,1,1,0.00144076,13.83,40
1047,79,f,4534,1,1,0.03141447,6.89,70
1048,37,f,4545,2,1,0.00047466,14.14,30
1049,37,m,4545,2,1,0.00097983,14.14,30
1050,34,m,4556,4,1,0.00076954,14.14,30
1051,36,f,4556,4,1,0.0004585,14.14,30
1052,1,m,4556,4,1,0.00027641,10.21,0
1053,1,m,4556,4,1,0.00027641,10.21,0
1054,68,f,4567,1,1,0.01046567,9.21,60
1055,52,m,4580,1,1,0.00414072,12.3,50
1056,45,f,4591,2,1,0.00115224,13.83,40
1057,15,f,4591,2,1,0.00012167,17.58,15
1058,23,f,4603,1,1,0.00017996,13.57,20
1059,30,f,4614,2,1,0.00031713,14.14,30
1060,10,m,4614,2,1,7.924e-05,18.22,10
1061,29,m,4625,1,1,0.00052165,13.57,20
1062,56,f,4636,2,1,0.00357696,12.3,50
1063,51,m,4636,2,1,0.00370198,12.3,50
1064,60,m,4647,2,1,0.00983124,9.21,60
1065,58,f,4647,2,1,0.00434941,12.3,50
1066,49,m,4658,1,1,0.00297126,13.83,40
1067,79,m,4669,2,1,0.05046754,6.89,70
1068,78,f,4669,2,1,0.02744802,6.89,70
1069,71,m,4680,2,1,0.0246394,6.89,70
1070,57,f,4680,2,1,0.00392413,12.3,50
1071,61,f,4694,1,1,0.00568588,9.21,60
1072,56,m,4705,2,1,0.00658737,12.3,50
1073,56,f,4705,2,1,0.00357696,12.3,50
1074,52,f,4716,2,1,0.00233297,12.3,50
1075,47,m,4716,2,1,0.00236791,13.83,40
1076,20,f,4727,1,1,0.00018488,13.57,20
1077,91,f,4738,1,1,0.16763449,6.89,70
1078,48,m,4749,3,1,0.00265551,13.83,40
1079,48,f,4749,3,1,0.00159405,13.83,40
1080,12,m,4749,3,1,6.884e-05,18.22,10
1081,57,f,4761,1,1,0.00392413,12.3,50
1082,48,f,4772,4,1,0.00159405,13.83,40
1083,53,m,4772,4,1,0.00469739,12.3,50
1084,23,m,4772,4,1,0.00040954,13.57,20
1085,23,f,4772,4,1,0.00017996,13.57,20
1086,84,f,4783,1,1,0.06516314,6.89,70
1087,48,f,4794,2,1,0.00159405,13.83,40
1088,23,m,4794,2,1,0.00040954,13.57,20
1089,55,f,4806,2,1,0.00324545,12.3,50
1090,22,f,4806,2,1,0.00016281,13.57,20
1091,70,m,4817,2,1,0.02230277,6.89,70
1092,62,f,4817,2,1,0.00613444,9.21,60
1093,79,f,4828,1,1,0.03141447,6.89,70
1094,43,f,4839,3,1,0.00090807,13.83,40
1095,12,m,4839,3,1,6.884e-05,18.22,10
1096,48,m,4839,3,1,0.00265551,13.83,40
1097,65,m,4850,2,1,0.01542111,9.21,60
1098,73,f,4850,2,1,0.01641616,6.89,70
1099,70,m,4861,2,1,0.02230277,6.89,70
1100,54,f,4861,2,1,0.0028887,12.3,50
1101,66,m,4872,1,1,0.01660601,9.21,60
1102,65,m,4883,2,1,0.01542111,9.21,60
1103,63,f,4883,2,1,0.0067488999999999995,9.21,60
1104,70,m,4894,1,1,0.02230277,6.89,70
1105,69,f,4905,1,1,0.0115546,9.21,60
1106,66,f,4917,1,1,0.00876211,9.21,60
1107,46,m,4928,4,1,0.00217916,13.83,40
1108,44,f,4928,4,1,0.00097058,13.83,40
1109,15,m,4928,4,1,0.00015987,17.58,15
1110,8,f,4928,4,1,6.968e-05,14.81,5
1111,34,m,4939,4,1,0.00076954,14.14,30
1112,34,f,4939,4,1,0.000406,14.14,30
